distance_1,distance_10,distance_11,distance_2,distance_3,distance_4,distance_5,distance_6,distance_7,distance_8,distance_9,eta_1,eta_10,eta_11,eta_2,eta_3,eta_4,eta_5,eta_6,eta_7,eta_8,eta_9,plan_time,price_1,price_10,price_11,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,sessionID,system_recommended_mode
54136.0,,,,57734.0,57734.0,,,56228.0,,,9070.0,,,,6146.0,6146.0,,,7662.0,,,2018-11-19 16:30:07,1100.0,,,,,18100.0,,,1500.0,,,2547741,7
1490.0,,,,,1105.0,1141.0,1141.0,,,,1382.0,,,,,482.0,1027.0,345.0,,,,2018-10-13 13:01:30,200.0,,,,,1300.0,,,,,,2250183,5
7607.0,,,4712.0,4363.0,4363.0,3341.0,3622.0,,,,3186.0,,,2054.0,732.0,1032.0,3037.0,1092.0,,,,2018-10-06 16:58:24,200.0,,,300.0,,1500.0,,,,,,2920672,2
12376.0,,,,11177.0,11177.0,,,12611.0,,14266.0,4539.0,,,,1664.0,1964.0,,,3586.0,,3248.0,2018-10-21 09:53:34,400.0,,,,,3400.0,,,600.0,,400.0,2692778,9
6593.0,,,10341.0,6371.0,6371.0,,6378.0,,,,2318.0,,,2875.0,1142.0,1322.0,,1929.0,,,,2018-10-26 18:44:31,200.0,,,400.0,,2800.0,,,,,,3149267,1
1434.0,,,,1773.0,1773.0,1101.0,1104.0,,,,1136.0,,,,469.0,589.0,1012.0,332.0,,,,2018-10-17 19:13:48,200.0,,,,,1300.0,,,,,,231703,5
,15349.0,,,16154.0,16154.0,,,15016.0,,,,2471.0,,,2048.0,2348.0,,,3263.0,,,2018-11-07 13:32:24,,1700.0,,,,4500.0,,,600.0,,,3225689,7
5464.0,,,6233.0,7094.0,7094.0,,5345.0,,,7821.0,2550.0,,,2002.0,963.0,1263.0,,1613.0,,,2032.0,2018-10-01 13:08:50,200.0,,,300.0,,2300.0,,,,,300.0,706823,2
,,,,1274.0,,193.0,937.0,,,,,,,,639.0,,185.0,282.0,,,,2018-10-06 19:16:30,,,,,,,,,,,,2886685,5
16368.0,,,,14155.0,,,,,,,3739.0,,,,1333.0,,,,,,,2018-10-01 11:28:24,500.0,,,,,,,,,,,765413,1
,,,19697.0,19543.0,19543.0,,,21491.0,,,,,,2995.0,2686.0,2866.0,,,4313.0,,,2018-11-15 16:38:53,,,,500.0,,6100.0,,,700.0,,,675851,2
,26008.0,,,26097.0,26097.0,,,24797.0,,26429.0,,3522.0,,,3169.0,3349.0,,,5878.0,,3557.0,2018-11-13 18:51:09,,1900.0,,,,8500.0,,,800.0,,600.0,1919327,7
,,,14051.0,14624.0,14624.0,,,,,14764.0,,,,2342.0,1196.0,1436.0,,,,,2369.0,2018-11-30 07:33:50,,,,500.0,,4100.0,,,,,500.0,2426794,2
13154.0,,,,11980.0,11980.0,,,,,12857.0,5385.0,,,,1457.0,1577.0,,,,,3185.0,2018-10-16 13:00:29,500.0,,,,,3000.0,,,,,400.0,3326035,9
20096.0,,21252.0,26640.0,20560.0,20560.0,,,,,,4666.0,,4429.0,6151.0,1614.0,1794.0,,,,,,2018-11-14 22:07:45,600.0,,700.0,600.0,,6100.0,,,,,,2416958,3
29704.0,,,25800.0,25318.0,25318.0,,,,,,7713.0,,,4069.0,3497.0,3797.0,,,,,,2018-10-19 17:35:08,700.0,,,600.0,,10000.0,,,,,,2158093,2
,,37351.0,,29497.0,29497.0,,,39008.0,,,,,6280.0,,3392.0,3692.0,,,7411.0,,,2018-11-19 07:51:37,,,1200.0,,,11500.0,,,1100.0,,,2543034,7
4461.0,,,,4363.0,4363.0,3253.0,3666.0,,,4421.0,1928.0,,,,655.0,835.0,2953.0,1106.0,,,1733.0,2018-11-07 22:42:10,200.0,,,,,1900.0,,,,,300.0,3199175,1
9369.0,,,10290.0,8893.0,8893.0,,9655.0,,,,2986.0,,,2612.0,1235.0,1415.0,,2920.0,,,,2018-10-12 22:26:15,200.0,,,400.0,,3100.0,,,,,,2645911,2
,,,36030.0,30357.0,30357.0,,,33916.0,,,,,,3993.0,3213.0,3393.0,,,5570.0,,,2018-10-07 17:14:06,,,,2900.0,,8700.0,,,500.0,,,2506571,2
20605.0,,,,20206.0,20206.0,,,21207.0,,21199.0,4911.0,,,,2958.0,3198.0,,,3747.0,,3222.0,2018-10-23 08:01:43,500.0,,,,,7100.0,,,700.0,,500.0,1690495,7
,,,22027.0,20950.0,20950.0,,,21789.0,,,,,,3452.0,2507.0,2507.0,,,4117.0,,,2018-10-07 17:28:20,,,,500.0,,6200.0,,,700.0,,,2496427,2
,,,31971.0,38074.0,38074.0,,,31159.0,,31971.0,,,,6766.0,3205.0,3505.0,,,6744.0,,5274.0,2018-11-04 09:39:35,,,,600.0,,10200.0,,,1000.0,,600.0,1744017,7
,,,7072.0,7469.0,7469.0,,6488.0,,,,,,,1555.0,2115.0,2235.0,,1959.0,,,,2018-11-17 17:57:56,,,,400.0,,3100.0,,,,,,2856829,2
,,,24893.0,18933.0,18933.0,,,18279.0,,,,,,2229.0,3220.0,3340.0,,,3283.0,,,2018-10-25 17:28:56,,,,600.0,,7400.0,,,700.0,,,2293406,2
18758.0,20872.0,,20234.0,22079.0,22079.0,,,,,20234.0,6350.0,3603.0,,3874.0,4289.0,4409.0,,,,,3589.0,2018-11-18 17:57:11,500.0,2500.0,,500.0,,6800.0,,,,,500.0,2099391,2
,,,3370.0,5232.0,5232.0,2816.0,,,,,,,,989.0,1447.0,1447.0,2540.0,,,,,2018-10-17 17:08:29,,,,300.0,,3200.0,,,,,,234939,2
4104.0,,,,4022.0,4022.0,3625.0,3633.0,,,,2002.0,,,,924.0,1104.0,3274.0,1097.0,,,,2018-11-22 20:59:03,200.0,,,,,2000.0,,,,,,1229551,1
14774.0,,,16277.0,13693.0,13693.0,,,,,,5950.0,,,4099.0,3151.0,3331.0,,,,,,2018-10-15 17:55:40,400.0,,,500.0,,6000.0,,,,,,1169839,2
1385.0,,,,759.0,,786.0,786.0,,,,1034.0,,,,201.0,,693.0,237.0,,,,2018-10-19 17:45:10,200.0,,,,,,,,,,,2144206,5
8934.0,,,9606.0,8763.0,8763.0,,8638.0,,,9658.0,3194.0,,,2286.0,1514.0,1814.0,,2611.0,,,2056.0,2018-10-25 13:05:30,200.0,,,400.0,,2800.0,,,,,400.0,2303192,9
3650.0,,,4253.0,3318.0,3318.0,2313.0,2365.0,,,,1624.0,,,1726.0,545.0,545.0,2068.0,712.0,,,,2018-10-21 15:05:35,200.0,,,300.0,,1300.0,,,,,,2688132,1
11694.0,,,16945.0,13776.0,13776.0,,9777.0,,,17850.0,5266.0,,,3312.0,3368.0,3548.0,,2953.0,,,3224.0,2018-10-11 17:38:55,400.0,,,500.0,,4400.0,,,,,500.0,1940145,9
11513.0,,,,9558.0,9558.0,,8905.0,,,,2738.0,,,,1354.0,1534.0,,2691.0,,,,2018-10-30 16:03:16,300.0,,,,,2700.0,,,,,,2807476,1
,51094.0,,51923.0,52769.0,52769.0,,,54509.0,,,,4942.0,,5804.0,4032.0,4212.0,,,7330.0,,,2018-11-08 13:55:15,,4000.0,,700.0,,13900.0,,,1100.0,,,1079505,2
11697.0,10244.0,,,12910.0,12910.0,,,10832.0,,,3874.0,2095.0,,,1343.0,1643.0,,,2863.0,,,2018-11-09 22:05:23,400.0,1700.0,,,,4200.0,,,600.0,,,515401,7
47887.0,,,,46266.0,46266.0,,,,49179.0,,7406.0,,,,3636.0,3756.0,,,,6074.0,,2018-11-27 11:57:04,1200.0,,,,,12700.0,,,,3200.0,,1060050,1
,21784.0,,,17939.0,17939.0,,,18120.0,,19757.0,,3115.0,,,3241.0,3241.0,,,3715.0,,3224.0,2018-10-31 16:56:45,,2100.0,,,,8900.0,,,700.0,,500.0,60301,9
,,,14550.0,1.0,1.0,,,14335.0,,,,,,2573.0,1.0,180.0,,,3235.0,,,2018-10-08 13:47:20,,,,500.0,,3300.0,,,600.0,,,108710,2
21504.0,,,,26011.0,26011.0,,,20608.0,,,5001.0,,,,2181.0,2301.0,,,5234.0,,,2018-11-22 07:01:59,1500.0,,,,,6500.0,,,700.0,,,1202109,3
,25852.0,,,25382.0,25382.0,,,25176.0,,24438.0,,3713.0,,,1836.0,2136.0,,,4364.0,,3421.0,2018-10-15 09:40:52,,2700.0,,,,6300.0,,,700.0,,600.0,1168092,7
,,,33129.0,36056.0,36056.0,,,33220.0,,33129.0,,,,5975.0,4829.0,5009.0,,,6537.0,,5703.0,2018-10-26 14:30:02,,,,600.0,,11000.0,,,800.0,,600.0,3114764,9
576.0,,,,548.0,,577.0,577.0,,,,624.0,,,,80.0,,524.0,174.0,,,,2018-10-23 12:06:27,200.0,,,,,,,,,,,1693540,5
1512.0,,,,2016.0,,997.0,1397.0,,,,1456.0,,,,360.0,,884.0,421.0,,,,2018-10-23 12:06:32,200.0,,,,,,,,,,,1670079,5
,21917.0,,19961.0,21235.0,21235.0,,,22475.0,,,,3485.0,,3219.0,2497.0,2737.0,,,4481.0,,,2018-10-10 12:29:03,,1800.0,,500.0,,5200.0,,,700.0,,,2341444,2
38306.0,,,,32458.0,32458.0,,,40245.0,,46164.0,5948.0,,,,2386.0,2626.0,,,5136.0,,5360.0,2018-11-04 23:00:01,3200.0,,,,,9400.0,,,3100.0,,3000.0,1740254,3
,30442.0,,26467.0,22193.0,22193.0,,,,,,,4262.0,,4395.0,3094.0,3334.0,,,,,,2018-10-06 18:27:34,,1900.0,,600.0,,6800.0,,,,,,2907834,2
18223.0,,,,14195.0,14195.0,,,,,,6232.0,,,,1634.0,1874.0,,,,,,2018-11-18 00:29:28,500.0,,,,,5000.0,,,,,,2114657,1
,,,8738.0,9270.0,9270.0,,,9561.0,,,,,,1980.0,2053.0,2293.0,,,2247.0,,,2018-11-17 17:32:31,,,,400.0,,3200.0,,,600.0,,,2854197,2
,,,,1943.0,,568.0,850.0,,,,,,,,329.0,,486.0,252.0,,,,2018-11-25 20:52:18,,,,,,,,,,,,3282282,5
39459.0,,,,35041.0,35041.0,,,37456.0,,36987.0,7497.0,,,,3125.0,3425.0,,,5847.0,,5186.0,2018-11-11 10:29:06,900.0,,,,,10600.0,,,900.0,,700.0,604574,9
36139.0,,,,26456.0,26456.0,,,28013.0,,,8605.0,,,,2763.0,2943.0,,,6392.0,,,2018-11-10 17:06:21,1000.0,,,,,7400.0,,,800.0,,,40011,7
,12502.0,,,12444.0,12444.0,,,13342.0,,14928.0,,2113.0,,,2003.0,2183.0,,,3305.0,,3166.0,2018-11-29 17:08:43,,1900.0,,,,5200.0,,,600.0,,500.0,1817223,7
10183.0,,,11627.0,10232.0,10232.0,,,,,11934.0,4005.0,,,2686.0,1562.0,1742.0,,,,,2294.0,2018-11-17 14:42:56,200.0,,,400.0,,3700.0,,,,,400.0,2863276,9
,,,1863.0,864.0,,696.0,696.0,,,,,,,893.0,223.0,,596.0,210.0,,,,2018-11-17 18:44:04,,,,300.0,,,,,,,,2842734,5
,,,7313.0,6515.0,6515.0,,6500.0,6635.0,,,,,,2154.0,2291.0,2591.0,,1965.0,2259.0,,,2018-10-18 16:36:56,,,,400.0,,2900.0,,,500.0,,,2734129,2
44999.0,,,,48081.0,48081.0,,,52603.0,,,11801.0,,,,3999.0,4299.0,,,8576.0,,,2018-10-10 11:09:34,1200.0,,,,,13700.0,,,1100.0,,,2386263,7
734.0,,,,2131.0,,592.0,744.0,,,,846.0,,,,613.0,,557.0,224.0,,,,2018-10-21 15:43:29,200.0,,,,,,,,,,,2732097,5
6761.0,,,8402.0,7018.0,7018.0,,4933.0,,,,3774.0,,,2963.0,1706.0,1946.0,,1492.0,,,,2018-11-29 11:10:31,400.0,,,400.0,,2300.0,,,,,,1822527,2
,,,5180.0,4419.0,4419.0,4258.0,4437.0,,,,,,,1277.0,842.0,1022.0,3967.0,1341.0,,,,2018-10-01 06:47:04,,,,300.0,,1500.0,,,,,,768123,2
12671.0,13812.0,,,12119.0,12119.0,,,16805.0,,15955.0,4041.0,3009.0,,,2396.0,2696.0,,,3482.0,,3013.0,2018-10-11 12:26:31,400.0,1700.0,,,,3500.0,,,700.0,,500.0,1942051,7
,28497.0,,,26352.0,26352.0,,,30212.0,,,,3705.0,,,3094.0,3274.0,,,4728.0,,,2018-11-21 10:18:42,,1900.0,,,,7000.0,,,800.0,,,3179444,7
5076.0,,,,4539.0,4539.0,4441.0,,5727.0,,,2408.0,,,,841.0,961.0,3981.0,,2642.0,,,2018-10-23 16:19:39,200.0,,,,,1800.0,,,500.0,,,1670709,1
